Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell property]	Characteristics[developmental stage]	Characteristics[cell type]	Characteristics[phenotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_LENGTH]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Factor Value[cell type]
SQ_0148	ERS403403	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0148	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	442	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0148	sequencing assay	ERX397868	SQ_0148_R1.fastq.gz	SQ_0148_R1.fastq.gz	ERR431614	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431614/ERR431614_1.fastq.gz	0396250dbadf21fdd9c8d6600a4c320c	102	101	CD4 Central Memory
SQ_0149	ERS403407	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Central Memory	CD4+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0149	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	435	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0149	sequencing assay	ERX397872	SQ_0149_R1.fastq.gz	SQ_0149_R1.fastq.gz	ERR431598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431598/ERR431598_1.fastq.gz	b7663b176ff42a5a99674907600772bf	102	101	CD4 Central Memory
SQ_0150	ERS403434	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0150	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	386	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0150	sequencing assay	ERX397899	SQ_0150_R1.fastq.gz	SQ_0150_R1.fastq.gz	ERR431576	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431576/ERR431576_1.fastq.gz	da4383e274fd221b224d1d79f535d20d	102	101	CD4 Effector Memory
SQ_0151	ERS403437	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0151	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	446	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0151	sequencing assay	ERX397902	SQ_0151_R1.fastq.gz	SQ_0151_R1.fastq.gz	ERR431603	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431603/ERR431603_1.fastq.gz	7c19f8c142aeb720994b5036140d5458	102	101	CD4 Effector Memory
SQ_0152	ERS403391	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0152	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0152	sequencing assay	ERX397856	SQ_0152_R1.fastq.gz	SQ_0152_R1.fastq.gz	ERR431616	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431616/ERR431616_1.fastq.gz	fa8142a86278ee0a7d7871f452d132fe	102	101	CD4 Effector Memory
SQ_0153	ERS403414	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0153	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	372	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0153	sequencing assay	ERX397879	SQ_0153_R1.fastq.gz	SQ_0153_R1.fastq.gz	ERR431575	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431575/ERR431575_1.fastq.gz	97574038d99b82af0e57a0a588efe9e3	102	101	CD4 Effector Memory
SQ_0154	ERS403381	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0154	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	447	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0154	sequencing assay	ERX397846	SQ_0154_R1.fastq.gz	SQ_0154_R1.fastq.gz	ERR431588	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431588/ERR431588_1.fastq.gz	b86af00985523af07c18237d4489715a	102	101	CD4 Effector Memory
SQ_0155	ERS403394	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0155	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	409	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0155	sequencing assay	ERX397859	SQ_0155_R1.fastq.gz	SQ_0155_R1.fastq.gz	ERR431612	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431612/ERR431612_1.fastq.gz	da8eb4d1423835d2287b46287673a71c	102	101	CD8 Naive
SQ_0156	ERS403392	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0156	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	436	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0156	sequencing assay	ERX397857	SQ_0156_R1.fastq.gz	SQ_0156_R1.fastq.gz	ERR431605	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431605/ERR431605_1.fastq.gz	69205efa0eb8a091bbb7ef83813bedbe	102	101	CD8 Naive
SQ_0157	ERS403424	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0157	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0157	sequencing assay	ERX397889	SQ_0157_R1.fastq.gz	SQ_0157_R1.fastq.gz	ERR431623	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431623/ERR431623_1.fastq.gz	f703e173e120b6c174b88e1332f62d62	102	101	CD8 Naive
SQ_0158	ERS403398	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0158	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0158	sequencing assay	ERX397863	SQ_0158_R1.fastq.gz	SQ_0158_R1.fastq.gz	ERR431627	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431627/ERR431627_1.fastq.gz	2521277f8a628dccf3259d3661849110	102	101	CD8 Naive
SQ_0159	ERS403379	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0159	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	440	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0159	sequencing assay	ERX397844	SQ_0159_R1.fastq.gz	SQ_0159_R1.fastq.gz	ERR431592	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431592/ERR431592_1.fastq.gz	b99aeb9539c9e8ecc6e12dac0f733101	102	101	CD8 Naive
SQ_0160	ERS403377	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0160	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	467	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0160	sequencing assay	ERX397842	SQ_0160_R1.fastq.gz	SQ_0160_R1.fastq.gz	ERR431607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431607/ERR431607_1.fastq.gz	54a6ed922864115ec9537258e22d6777	102	101	CD8 Central Memory
SQ_0161	ERS403406	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0161	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0161	sequencing assay	ERX397871	SQ_0161_R1.fastq.gz	SQ_0161_R1.fastq.gz	ERR431578	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431578/ERR431578_1.fastq.gz	7d11395605510cf1164889bd15803e05	102	101	CD8 Central Memory
SQ_0162	ERS403399	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0162	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	451	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0162	sequencing assay	ERX397864	SQ_0162_R1.fastq.gz	SQ_0162_R1.fastq.gz	ERR431593	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431593/ERR431593_1.fastq.gz	3ba7361d2566990c88c8b2096a6e6c0a	102	101	CD8 Central Memory
SQ_0163	ERS403423	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0163	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0163	sequencing assay	ERX397888	SQ_0163_R1.fastq.gz	SQ_0163_R1.fastq.gz	ERR431602	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431602/ERR431602_1.fastq.gz	1dcc3f400d363b2fd2acc045fcc051d1	102	101	CD8 Central Memory
SQ_0164	ERS403427	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0164	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	449	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0164	sequencing assay	ERX397892	SQ_0164_R1.fastq.gz	SQ_0164_R1.fastq.gz	ERR431586	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431586/ERR431586_1.fastq.gz	06e5d214dbd845a656b2687389263428	102	101	B Naive
SQ_0165	ERS403397	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0165	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	438	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0165	sequencing assay	ERX397862	SQ_0165_R1.fastq.gz	SQ_0165_R1.fastq.gz	ERR431621	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431621/ERR431621_1.fastq.gz	fec3a3453a0e00e8b2c86a635f617cb8	102	101	CD8 Effector Memory
SQ_0166	ERS403418	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0166	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	462	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0166	sequencing assay	ERX397883	SQ_0166_R1.fastq.gz	SQ_0166_R1.fastq.gz	ERR431585	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431585/ERR431585_1.fastq.gz	4f466ad1bc4c332c9fda8a46209cb767	102	101	CD8 Effector Memory
SQ_0167	ERS403413	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0167	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0167	sequencing assay	ERX397878	SQ_0167_R1.fastq.gz	SQ_0167_R1.fastq.gz	ERR431573	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431573/ERR431573_1.fastq.gz	17eaa5d191459cc4db39f2b78facad48	102	101	CD8 Effector Memory
SQ_0168	ERS403421	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0168	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0168	sequencing assay	ERX397886	SQ_0168_R1.fastq.gz	SQ_0168_R1.fastq.gz	ERR431590	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431590/ERR431590_1.fastq.gz	dfa8e5daa7a81686f8b87f358a0a0144	102	101	CD8 Effector Memory
SQ_0169	ERS403429	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0169	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0169	sequencing assay	ERX397894	SQ_0169_R1.fastq.gz	SQ_0169_R1.fastq.gz	ERR431567	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431567/ERR431567_1.fastq.gz	2f3d5246bde8158e512a5f35398f198b	102	101	CD8 Effector Memory
SQ_0170	ERS403422	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0170	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	467	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0170	sequencing assay	ERX397887	SQ_0170_R1.fastq.gz	SQ_0170_R1.fastq.gz	ERR431599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431599/ERR431599_1.fastq.gz	7888a99378b0b5edff03c90a35a10a6c	102	101	B CD5
SQ_0171	ERS403419	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0171	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	459	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0171	sequencing assay	ERX397884	SQ_0171_R1.fastq.gz	SQ_0171_R1.fastq.gz	ERR431596	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431596/ERR431596_1.fastq.gz	09eef4d1b13d55f319c1ec3c9013557a	102	101	B CD5
SQ_0172	ERS403409	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0172	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0172	sequencing assay	ERX397874	SQ_0172_R1.fastq.gz	SQ_0172_R1.fastq.gz	ERR431591	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431591/ERR431591_1.fastq.gz	073d797b293b668e1da1d69699a10a3c	102	101	B CD5
SQ_0173	ERS403393	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0173	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	356	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0173	sequencing assay	ERX397858	SQ_0173_R1.fastq.gz	SQ_0173_R1.fastq.gz	ERR431568	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431568/ERR431568_1.fastq.gz	7e2b526384c9e699995965f5c33ada29	102	101	B CD5
SQ_0174	ERS403402	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0174	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0174	sequencing assay	ERX397867	SQ_0174_R1.fastq.gz	SQ_0174_R1.fastq.gz	ERR431611	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431611/ERR431611_1.fastq.gz	da35187954ec9064cbe368439f6c5481	102	101	B Naive
SQ_0175	ERS403405	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0175	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	410	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0175	sequencing assay	ERX397870	SQ_0175_R1.fastq.gz	SQ_0175_R1.fastq.gz	ERR431581	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431581/ERR431581_1.fastq.gz	d89d28d74eea6595528d2eb98d3cc4c2	102	101	CD4 Naive
SQ_0176	ERS403426	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0176	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	416	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0176	sequencing assay	ERX397891	SQ_0176_R1.fastq.gz	SQ_0176_R1.fastq.gz	ERR431574	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431574/ERR431574_1.fastq.gz	5e0879edf390d3f8eb1f4a5ff7157068	102	101	CD4 Naive
SQ_0177	ERS403432	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0177	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	403	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0177	sequencing assay	ERX397897	SQ_0177_R1.fastq.gz	SQ_0177_R1.fastq.gz	ERR431613	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431613/ERR431613_1.fastq.gz	d981211db362d4201d7afdd7ffd3487e	102	101	B Memory
SQ_0178	ERS403385	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0178	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	433	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0178	sequencing assay	ERX397850	SQ_0178_R1.fastq.gz	SQ_0178_R1.fastq.gz	ERR431608	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431608/ERR431608_1.fastq.gz	fff95b8406ead55726218351cde5a6f1	102	101	B Memory
SQ_0007	ERS403387	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th1	CD4+ CXCR3+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0007	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0007	sequencing assay	ERX397852	SQ_0007_R2.fastq.gz	SQ_0007_R2.fastq.gz	ERR431622	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431622/ERR431622_2.fastq.gz	6231794e686eea5104668e408378974c	102	101	CD4 Th1
SQ_0011	ERS403416	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Th17	CD4+ CCR6+ CD161+ CXCR3-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0011	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0011	sequencing assay	ERX397881	SQ_0011_R2.fastq.gz	SQ_0011_R2.fastq.gz	ERR431597	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431597/ERR431597_2.fastq.gz	267da01c5af4b9ae9c71d0d714082f37	102	101	CD4 Th17
